"Date","Price","Open","High","Low","Change %"
"06/28/2016","133.25","133.44","133.56","133.03","-0.02%"
"06/27/2016","133.28","132.75","133.47","132.70","0.68%"
"06/24/2016","132.38","130.70","134.22","130.67","1.20%"
"06/23/2016","130.81","131.28","131.28","130.73","-0.40%"
"06/22/2016","131.34","131.20","131.42","131.16","0.00%"
"06/21/2016","131.34","131.42","131.48","131.28","-0.04%"
"06/20/2016","131.39","131.39","131.53","131.14","-0.29%"
"06/17/2016","131.77","132.08","132.08","131.75","-0.30%"
"06/16/2016","132.16","132.16","132.55","131.98","0.14%"
"06/15/2016","131.98","131.67","132.14","131.52","0.20%"
"06/14/2016","131.72","131.72","132.12","131.62","0.02%"
"06/13/2016","131.69","131.59","131.78","131.48","0.18%"
"06/10/2016","131.45","131.05","131.53","131.05","0.28%"
"06/09/2016","131.08","130.92","131.25","130.89","0.15%"
"06/08/2016","130.89","130.92","131.05","130.86","-0.04%"
"06/07/2016","130.94","130.78","131.03","130.67","0.06%"
"06/06/2016","130.86","131.00","131.00","130.64","-0.07%"
"06/03/2016","130.95","129.94","131.02","129.88","0.79%"
"06/02/2016","129.92","129.67","130.03","129.64","0.22%"
"06/01/2016","129.64","129.66","130.02","129.59","-0.12%"
"05/31/2016","129.80","129.50","129.80","129.30","0.32%"
"05/30/2016","129.38","129.38","129.40","129.25","-0.32%"
"05/27/2016","129.80","129.83","129.91","129.47","-0.07%"
"05/26/2016","129.89","129.47","129.91","129.44","0.32%"
"05/25/2016","129.47","129.53","129.61","129.33","-0.07%"
"05/24/2016","129.56","129.78","129.89","129.39","-0.15%"
"05/23/2016","129.75","129.72","129.94","129.61","0.04%"
"05/20/2016","129.70","129.64","129.80","129.50","0.02%"
"05/19/2016","129.67","129.55","129.78","129.31","0.22%"
"05/18/2016","129.38","130.30","130.38","129.33","-0.79%"
"05/17/2016","130.41","130.52","130.62","130.28","-0.08%"
"05/16/2016","130.52","131.03","131.11","130.48","-0.34%"
"05/13/2016","130.97","130.59","130.98","130.55","0.29%"
"05/12/2016","130.59","130.88","130.95","130.52","-0.24%"
"05/11/2016","130.91","130.75","131.09","130.66","0.10%"
"05/10/2016","130.78","130.88","130.91","130.62","-0.02%"
"05/09/2016","130.80","130.53","130.89","130.44","0.21%"
"05/06/2016","130.53","130.75","131.20","130.45","-0.15%"
"05/05/2016","130.73","130.50","130.88","130.25","0.22%"
"05/04/2016","130.44","130.31","130.55","130.16","0.11%"
"05/03/2016","130.30","129.64","130.47","129.64","0.46%"
"05/02/2016","129.70","129.92","130.16","129.62","-0.28%"
"04/29/2016","130.06","130.05","130.19","129.66","0.08%"
"04/28/2016","129.95","129.86","130.17","129.66","0.13%"
"04/27/2016","129.78","129.17","129.88","129.16","0.47%"
"04/26/2016","129.17","129.30","129.48","129.06","-0.16%"
"04/25/2016","129.38","129.52","129.70","129.28","-0.07%"
"04/22/2016","129.47","129.69","129.78","129.36","-0.11%"
"04/21/2016","129.61","129.81","129.91","129.45","-0.11%"
"04/20/2016","129.75","130.33","130.59","129.70","-0.47%"
"04/19/2016","130.36","130.50","130.50","130.20","-0.11%"
"04/18/2016","130.50","130.86","130.89","130.38","-0.11%"
"04/15/2016","130.64","130.30","130.73","130.20","0.20%"
"04/14/2016","130.38","130.61","130.70","130.20","-0.18%"
"04/13/2016","130.62","130.53","130.72","130.36","0.05%"
"04/12/2016","130.55","130.98","131.03","130.50","-0.37%"
"04/11/2016","131.03","131.08","131.22","130.77","0.00%"
"04/08/2016","131.03","131.23","131.27","130.84","-0.17%"
"04/07/2016","131.25","130.67","131.30","130.58","0.43%"
"04/06/2016","130.69","130.86","130.91","130.52","-0.11%"
"04/05/2016","130.83","130.59","130.97","130.56","0.28%"
"04/04/2016","130.47","130.47","130.64","130.31","0.13%"
"04/01/2016","130.30","130.48","130.50","130.06","-0.07%"
"03/31/2016","130.39","130.05","130.53","129.95","0.28%"
"03/30/2016","130.02","130.03","130.11","129.70","0.02%"
"03/29/2016","130.00","129.28","130.09","129.20","0.46%"
"03/28/2016","129.41","129.16","129.47","128.97","0.15%"
"03/24/2016","129.22","129.27","129.47","128.97","-0.09%"
"03/23/2016","129.33","128.73","129.36","128.64","0.41%"
"03/22/2016","128.80","129.02","129.38","128.70","-0.58%"
"03/21/2016","129.55","129.89","129.91","129.52","-0.24%"
"03/18/2016","129.86","129.62","129.92","129.62","0.23%"
"03/17/2016","129.56","129.53","129.92","129.50","0.20%"
"03/16/2016","129.30","128.84","129.52","128.52","0.34%"
"03/15/2016","128.86","128.84","129.23","128.77","-0.02%"
"03/14/2016","128.88","128.83","129.05","128.72","-1.28%"
"03/12/2016","130.55","130.98","131.03","130.50","1.36%"
"03/11/2016","128.80","129.06","129.14","128.66","-0.20%"
"03/10/2016","129.06","129.47","129.78","128.94","-0.32%"
"03/09/2016","129.48","130.00","130.00","129.44","-0.34%"
"03/08/2016","129.92","129.38","130.09","129.38","0.45%"
"03/07/2016","129.34","129.58","129.58","129.27","-0.12%"
"03/04/2016","129.50","129.83","130.05","129.34","-0.32%"
"03/03/2016","129.92","129.83","130.05","129.62","0.13%"
"03/02/2016","129.75","130.00","130.17","129.59","-0.19%"
"03/01/2016","130.00","130.95","131.22","129.98","-0.70%"
"02/29/2016","130.91","130.78","131.00","130.66","0.12%"
"02/26/2016","130.75","131.25","131.27","130.58","-0.53%"
"02/25/2016","131.45","130.94","131.59","130.84","0.34%"
"02/24/2016","131.00","131.12","131.80","130.89","0.05%"
"02/23/2016","130.94","130.86","131.17","130.36","0.12%"
"02/22/2016","130.78","130.86","130.94","130.56","-0.10%"
"02/19/2016","130.91","131.09","131.28","130.64","-0.01%"
"02/18/2016","130.92","130.44","131.11","130.31","0.37%"
"02/17/2016","130.44","130.95","131.20","130.19","-0.36%"
"02/16/2016","130.91","130.98","131.16","130.62","0.05%"
"02/15/2016","130.85","131.04","131.15","130.76","-0.13%"
"02/14/2016","131.02","130.96","131.04","130.93","-0.03%"
"02/12/2016","131.06","131.84","132.00","130.95","-0.73%"
"02/11/2016","132.03","131.75","133.05","131.67","0.40%"
"02/10/2016","131.50","131.28","131.77","130.91","0.14%"
"02/09/2016","131.31","131.19","131.75","131.02","0.01%"
"02/08/2016","131.30","130.34","131.31","130.17","0.72%"
"02/05/2016","130.36","130.44","130.69","129.92","0.07%"
"02/04/2016","130.27","130.00","130.45","129.84","0.19%"
"02/03/2016","130.02","130.19","130.75","129.81","-0.05%"
"02/02/2016","130.09","129.28","130.22","129.27","0.71%"
"02/01/2016","129.17","129.59","129.80","129.16","-0.32%"
"01/29/2016","129.58","129.06","129.69","128.97","0.43%"
"01/28/2016","129.03","128.88","129.09","128.53","0.13%"
"01/27/2016","128.86","128.78","128.94","128.31","0.04%"
"01/26/2016","128.81","128.69","129.08","128.50","0.20%"
"01/25/2016","128.55","128.31","128.70","128.22","0.13%"
"01/22/2016","128.38","128.56","128.73","128.08","-0.23%"
"01/21/2016","128.67","128.86","129.17","128.50","-0.16%"
"01/20/2016","128.88","128.27","129.25","128.25","0.38%"
"01/19/2016","128.39","128.50","128.59","128.02","0.00%"
"01/18/2016","128.38","128.51","128.57","128.24","-0.09%"
"01/17/2016","128.49","128.52","128.60","128.48","0.04%"
"01/15/2016","128.45","127.89","128.91","127.81","0.49%"
"01/14/2016","127.83","127.84","128.22","127.62","-0.18%"
"01/13/2016","128.06","127.73","128.27","127.42","0.18%"
"01/12/2016","127.83","127.20","128.00","126.98","0.37%"
"01/11/2016","127.36","127.53","127.72","127.06","-0.04%"
"01/08/2016","127.41","127.14","127.56","126.58","0.24%"
"01/07/2016","127.11","126.84","127.31","126.67","0.20%"
"01/06/2016","126.86","126.31","126.92","126.23","0.48%"
"01/05/2016","126.25","126.16","126.44","126.02","0.07%"
"01/04/2016","126.16","125.88","126.56","125.77","0.20%"
"12/31/2015","125.91","125.70","125.98","125.62","0.24%"
"12/30/2015","125.61","125.69","125.80","125.44","-0.04%"
"12/29/2015","125.66","126.25","126.33","125.55","-0.48%"
"12/28/2015","126.27","126.09","126.41","126.02","0.08%"
"12/24/2015","126.17","126.05","126.19","125.95","0.13%"
"12/23/2015","126.00","126.23","126.23","125.89","-0.13%"
"12/22/2015","126.17","126.52","126.66","126.16","-0.78%"
"12/21/2015","127.16","127.00","127.27","126.95","0.03%"
"12/18/2015","127.12","126.88","127.23","126.84","0.29%"
"12/17/2015","126.75","126.45","126.89","126.45","0.28%"
"12/16/2015","126.39","126.75","126.75","126.08","-0.26%"
"12/15/2015","126.72","127.11","127.19","126.53","-0.24%"
"12/14/2015","127.03","127.67","127.75","127.00","-0.54%"
"12/11/2015","127.72","126.92","127.88","126.92","0.61%"
"12/10/2015","126.95","127.19","127.25","126.94","-0.24%"
"12/09/2015","127.25","126.97","127.33","126.70","0.26%"
"12/08/2015","126.92","126.88","127.16","126.80","-0.02%"
"12/07/2015","126.94","126.50","127.06","126.44","0.31%"
"12/04/2015","126.55","126.31","126.66","125.94","0.29%"
"12/03/2015","126.19","127.23","127.30","125.98","-0.87%"
"12/02/2015","127.30","127.55","127.56","127.09","-0.17%"
"12/01/2015","127.52","127.08","127.62","126.83","0.39%"
"11/30/2015","127.02","127.08","127.16","126.88","-0.05%"
"11/27/2015","127.08","126.92","127.23","126.92","0.00%"
"11/26/2015","127.08","126.96","127.15","126.94","0.08%"
"11/25/2015","126.98","126.92","127.08","126.81","0.06%"
"11/24/2015","126.91","126.86","127.19","126.77","0.08%"
"11/23/2015","126.81","126.64","126.89","126.38","0.11%"
"11/20/2015","126.67","126.73","126.95","126.64","-0.09%"
"11/19/2015","126.78","126.61","126.89","126.55","0.09%"
"11/18/2015","126.66","126.69","126.78","126.42","-0.06%"
"11/17/2015","126.73","126.66","126.84","126.31","0.05%"
"11/16/2015","126.67","126.94","126.94","126.62","0.11%"
"11/13/2015","126.53","126.23","126.66","126.14","0.26%"
"11/12/2015","126.20","126.12","126.38","126.02","0.11%"
"11/11/2015","126.06","126.12","126.23","126.03","-0.19%"
"11/10/2015","126.30","125.98","126.36","125.95","0.21%"
"11/09/2015","126.03","126.12","126.14","125.70","-0.02%"
"11/06/2015","126.05","126.94","127.00","125.88","-0.61%"
"11/05/2015","126.83","126.95","127.06","126.67","-0.07%"
"11/04/2015","126.92","127.16","127.28","126.80","-0.15%"
"11/03/2015","127.11","127.50","127.52","127.05","-0.21%"
"11/02/2015","127.38","127.77","127.83","127.34","-0.24%"
"10/30/2015","127.69","127.62","127.83","127.45","0.06%"
"10/29/2015","127.61","128.14","128.27","127.55","-0.46%"
"10/28/2015","128.20","128.86","128.91","128.11","-0.56%"
"10/27/2015","128.92","128.61","129.08","128.56","0.26%"
"10/26/2015","128.59","128.41","128.67","128.33","0.13%"
"10/23/2015","128.42","128.89","128.92","128.28","-0.40%"
"10/22/2015","128.94","128.92","129.09","128.67","0.05%"
"10/21/2015","128.88","128.56","129.00","128.53","0.25%"
"10/20/2015","128.56","128.98","129.06","128.48","-0.32%"
"10/19/2015","128.97","128.95","129.12","128.72","-0.05%"
"10/16/2015","129.03","129.12","129.30","128.94","-0.07%"
"10/15/2015","129.12","129.59","129.62","129.08","-0.33%"
"10/14/2015","129.55","128.94","129.62","128.91","0.54%"
"10/13/2015","128.86","128.78","128.98","128.62","0.07%"
"10/12/2015","128.77","128.56","128.81","128.44","0.23%"
"10/09/2015","128.48","128.52","128.72","128.17","0.01%"
"10/08/2015","128.47","128.72","129.06","128.36","-0.26%"
"10/07/2015","128.81","129.06","129.12","128.61","-0.17%"
"10/06/2015","129.03","128.83","129.09","128.69","0.16%"
"10/05/2015","128.83","129.30","129.47","128.78","-0.39%"
"10/02/2015","129.34","128.80","130.02","128.59","0.46%"
"10/01/2015","128.75","128.88","129.03","128.58","0.02%"
"09/30/2015","128.73","128.78","128.92","128.34","-0.06%"
"09/29/2015","128.81","128.41","128.89","128.27","0.29%"
"09/28/2015","128.44","127.89","128.45","127.83","0.47%"
"09/25/2015","127.84","127.88","127.98","127.44","-0.22%"
"09/24/2015","128.12","127.91","128.47","127.81","0.12%"
"09/23/2015","127.97","128.05","128.34","127.78","-0.11%"
"09/22/2015","128.11","127.41","128.19","127.39","0.06%"
"09/21/2015","128.03","128.33","128.33","128.03","-0.43%"
"09/18/2015","128.58","128.19","128.59","128.17","0.54%"
"09/17/2015","127.89","127.16","128.12","127.14","0.61%"
"09/16/2015","127.11","127.30","127.45","127.12","-0.13%"
"09/15/2015","127.28","128.12","128.25","127.19","-0.66%"
"09/14/2015","128.12","127.98","128.27","127.98","0.01%"
"09/11/2015","128.11","127.72","128.16","127.69","0.30%"
"09/10/2015","127.73","128.00","128.05","127.59","-0.21%"
"09/09/2015","128.00","127.80","128.02","127.36","0.13%"
"09/08/2015","127.83","128.23","128.25","127.80","0.23%"
"09/07/2015","127.54","127.58","127.68","127.42","-0.05%"
"09/06/2015","127.60","127.72","127.76","127.58","-0.55%"
"09/04/2015","128.30","128.00","128.56","127.95","0.27%"
"09/03/2015","127.95","127.75","128.12","127.73","0.17%"
"09/02/2015","127.73","128.00","128.11","127.66","-0.12%"
"09/01/2015","127.88","127.52","128.31","127.47","0.19%"
"08/31/2015","127.64","127.52","128.17","127.41","-0.11%"
"08/28/2015","127.78","127.84","128.34","127.67","-0.13%"
"08/27/2015","127.95","127.91","128.17","127.56","0.01%"
"08/26/2015","127.94","128.56","128.81","127.78","-0.09%"
"08/25/2015","128.06","129.02","129.12","128.02","-0.88%"
"08/24/2015","129.20","128.84","129.89","128.73","0.41%"
"08/21/2015","128.67","128.47","128.88","128.34","0.26%"
"08/20/2015","128.33","128.06","128.48","128.03","0.19%"
"08/19/2015","128.09","127.44","128.23","127.12","0.50%"
"08/18/2015","127.45","127.61","127.91","127.38","-0.25%"
"08/17/2015","127.77","127.39","127.83","127.33","0.32%"
"08/14/2015","127.36","127.47","127.69","127.19","-0.09%"
"08/13/2015","127.48","127.86","128.22","127.41","-0.38%"
"08/12/2015","127.97","127.83","128.69","127.70","0.09%"
"08/11/2015","127.86","127.09","128.08","127.03","0.66%"
"08/10/2015","127.02","127.50","127.52","126.95","-0.34%"
"08/07/2015","127.45","127.06","127.56","126.81","0.34%"
"08/06/2015","127.02","126.75","127.14","126.66","0.21%"
"08/05/2015","126.75","127.11","127.23","126.55","-0.41%"
"08/04/2015","127.27","127.80","127.88","127.08","-0.44%"
"08/03/2015","127.83","127.58","127.92","127.36","0.31%"
"07/31/2015","127.44","126.86","127.62","126.64","0.47%"
"07/30/2015","126.84","126.73","126.91","126.34","0.02%"
"07/29/2015","126.81","126.92","126.98","126.62","-0.15%"
"07/28/2015","127.00","127.22","127.23","126.81","-0.13%"
"07/27/2015","127.16","126.78","127.28","126.77","0.35%"
"07/24/2015","126.72","126.59","126.88","126.55","0.09%"
"07/23/2015","126.61","126.28","126.69","126.12","0.24%"
"07/22/2015","126.31","126.27","126.48","126.16","0.09%"
"07/21/2015","126.20","125.92","126.30","125.69","0.25%"
"07/20/2015","125.89","126.12","126.16","125.70","-0.18%"
"07/17/2015","126.12","126.14","126.31","125.89","-0.04%"
"07/16/2015","126.17","126.25","126.31","125.86","-0.13%"
"07/15/2015","126.34","125.97","126.39","125.61","0.32%"
"07/14/2015","125.94","125.47","126.03","125.42","0.28%"
"07/13/2015","125.59","126.38","126.38","125.31","-0.11%"
"07/10/2015","125.73","126.52","126.53","125.69","-0.74%"
"07/09/2015","126.67","127.44","127.56","126.50","-0.56%"
"07/08/2015","127.38","126.89","127.59","126.86","0.20%"
"07/07/2015","127.12","126.64","127.56","126.47","0.28%"
"07/06/2015","126.77","127.00","127.20","125.86","0.36%"
"07/03/2015","126.31","125.90","126.38","125.88","0.34%"
"07/02/2015","125.88","125.47","126.11","125.16","0.33%"
"07/01/2015","125.47","125.97","126.03","125.28","-0.55%"
"06/30/2015","126.17","126.22","126.39","125.81","-0.02%"
"06/29/2015","126.20","126.31","126.91","125.59","0.94%"
"06/26/2015","125.02","125.48","125.62","124.91","-0.45%"
"06/25/2015","125.58","125.73","125.81","125.28","-0.12%"
"06/24/2015","125.73","125.45","125.78","125.33","0.22%"
"06/23/2015","125.45","125.73","125.80","125.28","-0.30%"
"06/22/2015","125.83","126.44","126.48","125.69","-1.13%"
"06/19/2015","127.27","127.00","127.50","126.88","0.50%"
"06/18/2015","126.64","127.19","127.27","126.39","-0.21%"
"06/17/2015","126.91","126.72","126.94","126.00","0.21%"
"06/16/2015","126.64","126.42","126.70","126.36","0.22%"
"06/15/2015","126.36","126.25","126.69","126.19","0.21%"
"06/12/2015","126.09","126.22","126.47","125.89","-0.04%"
"06/11/2015","126.14","125.56","126.16","125.31","0.53%"
"06/10/2015","125.48","125.73","125.78","125.36","-0.34%"
"06/09/2015","125.91","126.11","126.36","125.61","-0.18%"
"06/08/2015","126.14","125.88","126.25","125.83","0.16%"
"06/05/2015","125.94","126.69","126.69","125.53","-0.60%"
"06/04/2015","126.70","126.28","126.84","125.78","0.36%"
"06/03/2015","126.25","127.03","127.09","126.12","-0.59%"
"06/02/2015","127.00","127.69","127.69","126.91","-0.44%"
"06/01/2015","127.56","128.14","128.30","127.52","-0.58%"
"05/29/2015","128.31","127.97","128.33","127.94","0.22%"
"05/28/2015","128.03","127.91","128.11","127.81","0.11%"
"05/27/2015","127.89","127.89","127.95","127.58","-0.02%"
"05/26/2015","127.91","127.53","127.95","127.33","0.49%"
"05/22/2015","127.28","127.70","127.91","127.12","-0.34%"
"05/21/2015","127.72","127.27","127.73","127.17","0.35%"
"05/20/2015","127.27","126.88","127.44","126.86","0.19%"
"05/19/2015","127.03","127.30","127.77","126.77","-0.27%"
"05/18/2015","127.38","127.97","128.09","127.27","-0.51%"
"05/15/2015","128.03","127.41","128.14","127.41","0.50%"
"05/14/2015","127.39","126.92","127.50","126.84","0.32%"
"05/13/2015","126.98","127.08","127.67","126.88","-0.06%"
"05/12/2015","127.05","126.81","127.22","126.20","0.13%"
"05/11/2015","126.89","127.80","128.00","126.80","-0.74%"
"05/08/2015","127.83","127.33","128.20","127.23","0.35%"
"05/07/2015","127.39","126.98","127.52","126.42","0.24%"
"05/06/2015","127.09","127.39","127.48","126.91","-0.26%"
"05/05/2015","127.42","127.72","127.97","127.25","-0.27%"
"05/04/2015","127.77","127.88","128.08","127.59","-0.01%"
"05/01/2015","127.78","128.45","128.45","127.73","-0.47%"
"04/30/2015","128.38","128.50","128.64","127.81","-0.11%"
"04/29/2015","128.52","128.73","128.91","128.09","-0.33%"
"04/28/2015","128.95","129.36","129.41","128.70","-0.28%"
"04/27/2015","129.31","129.31","129.58","129.12","-0.06%"
"04/24/2015","129.39","129.06","129.47","128.91","0.19%"
"04/23/2015","129.14","128.83","129.20","128.73","0.22%"
"04/22/2015","128.86","129.41","129.53","128.70","-0.39%"
"04/21/2015","129.36","129.53","129.72","129.31","-0.13%"
"04/20/2015","129.53","129.59","129.80","129.44","-0.22%"
"04/17/2015","129.81","129.58","129.97","129.39","0.09%"
"04/16/2015","129.69","129.50","129.75","129.27","0.19%"
"04/15/2015","129.44","129.34","129.62","129.25","0.10%"
"04/14/2015","129.31","129.09","129.70","129.05","0.26%"
"04/13/2015","128.98","128.84","129.09","128.58","0.13%"
"04/10/2015","128.81","128.83","129.09","128.75","-0.02%"
"04/09/2015","128.84","129.25","129.53","128.75","-0.40%"
"04/08/2015","129.36","129.39","129.55","129.11","0.00%"
"04/07/2015","129.36","129.44","129.50","129.12","-0.05%"
"04/06/2015","129.42","129.91","130.03","129.34","-0.38%"
"04/03/2015","129.92","129.91","130.12","129.11","0.58%"
"04/02/2015","129.17","129.42","129.72","129.08","-0.16%"
"04/01/2015","129.38","128.91","129.52","128.75","0.36%"
"03/31/2015","128.91","128.72","128.98","128.56","0.25%"
"03/30/2015","128.59","128.55","128.77","128.44","-0.08%"
"03/27/2015","128.69","128.39","128.70","128.25","0.36%"
"03/26/2015","128.23","128.72","129.06","128.17","-0.45%"
"03/25/2015","128.81","129.16","129.39","128.69","-0.22%"
"03/24/2015","129.09","128.88","129.22","128.75","0.19%"
"03/23/2015","128.84","128.69","128.94","128.61","-0.29%"
"03/20/2015","129.22","128.84","129.28","128.84","0.32%"
"03/19/2015","128.81","129.36","129.56","128.70","-0.27%"
"03/18/2015","129.16","128.19","129.52","128.16","0.82%"
"03/17/2015","128.11","127.98","128.31","127.97","0.21%"
"03/16/2015","127.84","127.81","128.14","127.72","0.05%"
"03/13/2015","127.77","127.61","128.00","127.42","-0.05%"
"03/12/2015","127.83","127.61","128.28","127.55","0.17%"
"03/11/2015","127.61","127.61","127.78","127.27","0.04%"
"03/10/2015","127.56","127.11","127.70","126.98","0.37%"
"03/09/2015","127.09","126.73","127.16","126.66","0.27%"
"03/06/2015","126.75","127.69","128.17","126.62","-0.76%"
"03/05/2015","127.72","127.64","127.83","127.39","0.13%"
"03/04/2015","127.56","127.52","127.75","127.39","0.07%"
"03/03/2015","127.47","127.81","127.86","127.44","-0.23%"
"03/02/2015","127.77","128.41","128.50","127.69","-0.51%"
"02/27/2015","128.42","128.23","128.48","128.02","0.11%"
"02/26/2015","128.28","128.70","129.03","128.09","-0.34%"
"02/25/2015","128.72","128.70","128.89","128.52","0.02%"
"02/24/2015","128.69","128.03","128.78","127.58","0.52%"
"02/23/2015","128.02","127.50","128.05","127.42","0.48%"
"02/20/2015","127.41","127.55","128.23","127.31","-0.14%"
"02/19/2015","127.59","127.97","128.25","127.50","-0.34%"
"02/18/2015","128.02","127.36","128.25","127.06","0.61%"
"02/17/2015","127.25","128.05","128.44","127.14","-0.85%"
"02/16/2015","128.34","127.92","128.37","127.88","0.32%"
"02/15/2015","127.93","128.05","128.07","127.92","-0.23%"
"02/13/2015","128.23","128.44","128.50","128.05","-0.15%"
"02/12/2015","128.42","128.16","128.59","127.86","0.05%"
"02/11/2015","128.36","128.38","128.59","128.00","0.00%"
"02/10/2015","128.36","128.44","128.56","128.12","-0.19%"
"02/09/2015","128.61","128.61","129.11","128.34","-0.09%"
"02/06/2015","128.72","129.80","130.36","128.47","-0.88%"
"02/05/2015","129.86","130.44","130.62","129.66","-0.11%"
"02/04/2015","130.00","129.97","130.48","129.58","-0.05%"
"02/03/2015","130.06","130.92","131.05","129.89","-0.66%"
"02/02/2015","130.92","131.05","131.11","130.56","0.03%"
"01/30/2015","130.88","130.20","131.17","130.12","0.53%"
"01/29/2015","130.19","130.42","130.53","129.91","-0.21%"
"01/28/2015","130.47","129.66","130.62","129.50","0.62%"
"01/27/2015","129.66","129.55","130.17","129.50","0.12%"
"01/26/2015","129.50","130.00","130.19","129.38","-0.13%"
"01/23/2015","129.67","129.31","130.02","129.22","0.43%"
"01/22/2015","129.12","129.36","129.84","128.73","-0.25%"
"01/21/2015","129.44","129.94","130.14","129.28","-0.32%"
"01/20/2015","129.86","129.81","130.34","129.66","-0.14%"
"01/19/2015","130.04","129.82","130.17","129.71","0.15%"
"01/18/2015","129.84","129.81","129.84","129.81","-0.02%"
"01/16/2015","129.86","130.75","130.94","129.73","-0.37%"
"01/15/2015","130.34","129.59","130.94","129.20","0.44%"
"01/14/2015","129.77","129.27","130.23","129.20","0.36%"
"01/13/2015","129.31","129.11","129.55","128.84","0.19%"
"01/12/2015","129.06","128.78","129.14","128.53","0.37%"
"01/09/2015","128.58","128.11","128.84","128.06","0.37%"
"01/08/2015","128.11","128.31","128.38","127.97","-0.28%"
"01/07/2015","128.47","128.50","128.69","128.02","0.09%"
"01/06/2015","128.36","127.75","129.11","127.73","0.46%"
"01/05/2015","127.77","127.16","127.84","127.05","0.48%"
"01/02/2015","127.16","126.61","127.33","126.41","0.45%"
"01/01/2015","126.59","126.71","126.71","126.59","-0.17%"
"12/31/2014","126.80","126.61","126.81","126.56","0.17%"
"12/30/2014","126.58","126.38","126.75","126.38","0.15%"
"12/29/2014","126.39","126.00","126.48","125.97","0.29%"
"12/26/2014","126.02","125.98","126.11","125.92","0.03%"
"12/25/2014","125.98","125.99","125.99","125.96","0.02%"
"12/24/2014","125.95","125.98","126.19","125.66","-0.04%"
"12/23/2014","126.00","126.72","126.80","125.91","-0.55%"
"12/22/2014","126.70","126.69","126.83","126.52","-0.35%"
"12/19/2014","127.14","126.94","127.28","126.81","0.09%"
"12/18/2014","127.02","127.42","127.72","126.88","-0.33%"
"12/17/2014","127.44","128.25","128.28","127.41","-0.52%"
"12/16/2014","128.11","127.86","128.78","127.84","0.32%"
"12/15/2014","127.70","128.11","128.25","127.62","-0.20%"
"12/12/2014","127.95","127.38","128.20","127.38","0.46%"
"12/11/2014","127.36","127.78","127.89","127.08","-0.20%"
"12/10/2014","127.62","127.09","127.75","127.08","0.38%"
"12/09/2014","127.14","126.73","127.39","126.70","0.27%"
"12/08/2014","126.80","126.45","126.94","126.17","0.22%"
"12/05/2014","126.52","127.23","127.23","126.36","-0.46%"
"12/04/2014","127.11","126.92","127.22","126.75","0.17%"
"12/03/2014","126.89","126.92","127.02","126.77","-0.05%"
"12/02/2014","126.95","127.39","127.42","126.89","-0.45%"
"12/01/2014","127.52","127.84","128.06","127.30","-0.11%"
"11/28/2014","127.66","127.30","127.78","127.28","0.58%"
"11/27/2014","126.93","126.70","126.98","126.67","-0.34%"
"11/26/2014","127.36","127.11","127.41","127.09","0.19%"
"11/25/2014","127.12","126.78","127.16","126.69","0.27%"
"11/24/2014","126.78","126.69","126.88","126.52","0.07%"
"11/21/2014","126.69","126.52","126.72","126.36","0.10%"
"11/20/2014","126.56","126.34","126.81","126.34","0.13%"
"11/19/2014","126.39","126.66","126.70","126.27","-0.20%"
"11/18/2014","126.64","126.50","126.73","126.47","0.13%"
"11/17/2014","126.47","126.61","127.00","126.42","-0.17%"
"11/14/2014","126.69","126.52","126.75","126.17","0.17%"
"11/13/2014","126.48","126.22","126.55","126.16","0.12%"
"11/12/2014","126.33","126.19","126.62","126.11","0.17%"
"11/11/2014","126.11","126.27","126.34","126.06","-0.13%"
"11/10/2014","126.27","126.67","127.02","126.25","-0.31%"
"11/07/2014","126.66","126.00","126.75","125.84","0.48%"
"11/06/2014","126.06","126.33","126.47","125.91","-0.17%"
"11/05/2014","126.28","126.33","126.42","126.06","0.00%"
"11/04/2014","126.28","126.31","126.62","126.22","0.01%"
"11/03/2014","126.27","126.42","126.62","125.95","-0.07%"
"10/31/2014","126.36","126.62","126.73","126.20","-0.21%"
"10/30/2014","126.62","126.55","126.77","126.31","0.13%"
"10/29/2014","126.45","126.89","127.02","126.19","-0.39%"
"10/28/2014","126.95","127.09","127.22","126.81","-0.15%"
"10/27/2014","127.14","126.97","127.25","126.80","0.09%"
"10/24/2014","127.03","127.06","127.45","127.00","0.01%"
"10/23/2014","127.02","127.55","127.69","126.81","-0.31%"
"10/22/2014","127.42","127.53","127.88","127.23","-0.19%"
"10/21/2014","127.66","127.73","128.27","127.44","-0.12%"
"10/20/2014","127.81","127.62","127.97","127.39","0.13%"
"10/17/2014","127.64","127.98","128.33","127.44","-0.32%"
"10/16/2014","128.05","128.23","129.56","127.78","-0.40%"
"10/15/2014","128.56","127.50","130.53","127.23","0.88%"
"10/14/2014","127.44","127.34","127.73","127.00","0.22%"
"10/13/2014","127.16","126.77","127.39","126.70","0.48%"
"10/10/2014","126.55","126.52","126.78","126.22","0.09%"
"10/09/2014","126.44","126.45","126.89","126.34","0.05%"
"10/08/2014","126.38","126.06","126.62","125.80","0.30%"
"10/07/2014","126.00","125.45","126.12","125.36","0.47%"
"10/06/2014","125.41","125.19","125.58","125.11","0.22%"
"10/03/2014","125.14","125.39","125.41","124.81","-0.14%"
"10/02/2014","125.31","125.62","125.72","125.27","-0.17%"
"10/01/2014","125.52","124.80","125.66","124.69","0.71%"
"09/30/2014","124.64","124.84","124.86","124.50","-0.10%"
